,,,"D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017"
,,,"Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:"
"GEO.id","GEO.id2","GEO.display-label",,"Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:"
"Id","Id2","Geography",,,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races",,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races"
"1000000US060750104002002",60750104002002,"Block 2002, Block Group 2, Census Tract 104, San Francisco County, California",311,299,174,2,0,113,1,1,8,12,7,0,0,0,0,4,1
"1000000US060750104002003",60750104002003,"Block 2003, Block Group 2, Census Tract 104, San Francisco County, California",255,238,183,5,0,44,0,0,6,17,11,0,0,1,0,4,1
"1000000US060750104002004",60750104002004,"Block 2004, Block Group 2, Census Tract 104, San Francisco County, California",211,204,119,5,0,80,0,0,0,7,6,0,0,0,0,1,0
"1000000US060750104002005",60750104002005,"Block 2005, Block Group 2, Census Tract 104, San Francisco County, California",176,160,88,2,0,65,0,0,5,16,15,0,0,0,0,1,0
"1000000US060750104002006",60750104002006,"Block 2006, Block Group 2, Census Tract 104, San Francisco County, California",130,126,65,1,0,55,0,0,5,4,3,0,0,0,0,1,0
"1000000US060750104002007",60750104002007,"Block 2007, Block Group 2, Census Tract 104, San Francisco County, California",27,25,19,0,0,3,0,2,1,2,0,0,0,0,0,2,0
"1000000US060750104003000",60750104003000,"Block 3000, Block Group 3, Census Tract 104, San Francisco County, California",302,294,199,8,0,82,0,0,5,8,4,0,0,0,0,3,1
"1000000US060750104003001",60750104003001,"Block 3001, Block Group 3, Census Tract 104, San Francisco County, California",69,69,57,0,0,7,0,0,5,0,0,0,0,0,0,0,0
"1000000US060750104003002",60750104003002,"Block 3002, Block Group 3, Census Tract 104, San Francisco County, California",141,130,115,2,0,5,0,0,8,11,6,0,0,0,0,1,4
"1000000US060750104003003",60750104003003,"Block 3003, Block Group 3, Census Tract 104, San Francisco County, California",3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1000000US060750104003004",60750104003004,"Block 3004, Block Group 3, Census Tract 104, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750104003005",60750104003005,"Block 3005, Block Group 3, Census Tract 104, San Francisco County, California",67,64,54,0,0,4,4,0,2,3,2,0,0,0,0,1,0
"1000000US060750104003006",60750104003006,"Block 3006, Block Group 3, Census Tract 104, San Francisco County, California",110,108,102,0,1,3,1,0,1,2,2,0,0,0,0,0,0
"1000000US060750104003007",60750104003007,"Block 3007, Block Group 3, Census Tract 104, San Francisco County, California",69,66,61,2,0,2,0,0,1,3,2,0,0,0,0,0,1
"1000000US060750104003008",60750104003008,"Block 3008, Block Group 3, Census Tract 104, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750104003009",60750104003009,"Block 3009, Block Group 3, Census Tract 104, San Francisco County, California",24,24,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750104003010",60750104003010,"Block 3010, Block Group 3, Census Tract 104, San Francisco County, California",93,87,66,0,0,18,0,0,3,6,3,0,0,0,0,3,0
"1000000US060750104003011",60750104003011,"Block 3011, Block Group 3, Census Tract 104, San Francisco County, California",88,80,66,0,0,14,0,0,0,8,7,0,0,1,0,0,0
"1000000US060750104003012",60750104003012,"Block 3012, Block Group 3, Census Tract 104, San Francisco County, California",189,177,108,0,0,63,1,0,5,12,9,0,0,2,0,0,1
"1000000US060750104003013",60750104003013,"Block 3013, Block Group 3, Census Tract 104, San Francisco County, California",232,214,169,1,0,37,0,1,6,18,17,1,0,0,0,0,0
"1000000US060750104003014",60750104003014,"Block 3014, Block Group 3, Census Tract 104, San Francisco County, California",62,59,53,0,0,6,0,0,0,3,0,0,0,0,0,0,3
"1000000US060750104004000",60750104004000,"Block 4000, Block Group 4, Census Tract 104, San Francisco County, California",75,71,65,1,0,4,0,0,1,4,2,0,0,0,0,1,1
"1000000US060750104004001",60750104004001,"Block 4001, Block Group 4, Census Tract 104, San Francisco County, California",114,110,86,0,0,21,0,0,3,4,3,0,0,1,0,0,0
"1000000US060750104004002",60750104004002,"Block 4002, Block Group 4, Census Tract 104, San Francisco County, California",164,155,86,3,0,61,0,0,5,9,9,0,0,0,0,0,0
"1000000US060750104004003",60750104004003,"Block 4003, Block Group 4, Census Tract 104, San Francisco County, California",310,288,213,0,0,68,0,2,5,22,9,0,0,1,0,11,1
"1000000US060750104004004",60750104004004,"Block 4004, Block Group 4, Census Tract 104, San Francisco County, California",151,143,103,1,0,37,0,0,2,8,6,0,0,1,0,0,1
"1000000US060750105001000",60750105001000,"Block 1000, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001001",60750105001001,"Block 1001, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001002",60750105001002,"Block 1002, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001003",60750105001003,"Block 1003, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001004",60750105001004,"Block 1004, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001005",60750105001005,"Block 1005, Block Group 1, Census Tract 105, San Francisco County, California",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"1000000US060750105001006",60750105001006,"Block 1006, Block Group 1, Census Tract 105, San Francisco County, California",262,253,203,1,0,43,0,1,5,9,5,0,0,0,0,1,3
"1000000US060750105001007",60750105001007,"Block 1007, Block Group 1, Census Tract 105, San Francisco County, California",242,233,184,3,0,45,0,0,1,9,4,0,0,0,0,4,1
"1000000US060750105001008",60750105001008,"Block 1008, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001009",60750105001009,"Block 1009, Block Group 1, Census Tract 105, San Francisco County, California",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"1000000US060750105001010",60750105001010,"Block 1010, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001011",60750105001011,"Block 1011, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001012",60750105001012,"Block 1012, Block Group 1, Census Tract 105, San Francisco County, California",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001013",60750105001013,"Block 1013, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001014",60750105001014,"Block 1014, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001015",60750105001015,"Block 1015, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001016",60750105001016,"Block 1016, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001017",60750105001017,"Block 1017, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001018",60750105001018,"Block 1018, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001019",60750105001019,"Block 1019, Block Group 1, Census Tract 105, San Francisco County, California",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001020",60750105001020,"Block 1020, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001021",60750105001021,"Block 1021, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001022",60750105001022,"Block 1022, Block Group 1, Census Tract 105, San Francisco County, California",257,224,11,5,0,207,0,0,1,33,16,0,0,0,0,11,6
"1000000US060750105001023",60750105001023,"Block 1023, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001024",60750105001024,"Block 1024, Block Group 1, Census Tract 105, San Francisco County, California",32,26,20,3,0,2,0,0,1,6,3,0,0,0,0,2,1
"1000000US060750105001025",60750105001025,"Block 1025, Block Group 1, Census Tract 105, San Francisco County, California",147,135,63,5,0,65,0,0,2,12,9,0,0,0,0,3,0
"1000000US060750105001026",60750105001026,"Block 1026, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105001027",60750105001027,"Block 1027, Block Group 1, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002000",60750105002000,"Block 2000, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002001",60750105002001,"Block 2001, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002002",60750105002002,"Block 2002, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002003",60750105002003,"Block 2003, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002004",60750105002004,"Block 2004, Block Group 2, Census Tract 105, San Francisco County, California",145,139,97,2,0,37,0,0,3,6,6,0,0,0,0,0,0
"1000000US060750105002005",60750105002005,"Block 2005, Block Group 2, Census Tract 105, San Francisco County, California",57,57,37,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002006",60750105002006,"Block 2006, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002007",60750105002007,"Block 2007, Block Group 2, Census Tract 105, San Francisco County, California",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002008",60750105002008,"Block 2008, Block Group 2, Census Tract 105, San Francisco County, California",461,436,302,13,0,110,0,1,10,25,19,0,0,1,0,3,2
"1000000US060750105002009",60750105002009,"Block 2009, Block Group 2, Census Tract 105, San Francisco County, California",21,16,10,0,0,5,1,0,0,5,5,0,0,0,0,0,0
"1000000US060750105002010",60750105002010,"Block 2010, Block Group 2, Census Tract 105, San Francisco County, California",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002011",60750105002011,"Block 2011, Block Group 2, Census Tract 105, San Francisco County, California",2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002012",60750105002012,"Block 2012, Block Group 2, Census Tract 105, San Francisco County, California",1037,990,714,12,2,241,0,1,20,47,32,0,0,0,0,12,3
"1000000US060750105002013",60750105002013,"Block 2013, Block Group 2, Census Tract 105, San Francisco County, California",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002014",60750105002014,"Block 2014, Block Group 2, Census Tract 105, San Francisco County, California",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002015",60750105002015,"Block 2015, Block Group 2, Census Tract 105, San Francisco County, California",3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002016",60750105002016,"Block 2016, Block Group 2, Census Tract 105, San Francisco County, California",2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002017",60750105002017,"Block 2017, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002018",60750105002018,"Block 2018, Block Group 2, Census Tract 105, San Francisco County, California",6,5,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"1000000US060750105002019",60750105002019,"Block 2019, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750105002020",60750105002020,"Block 2020, Block Group 2, Census Tract 105, San Francisco County, California",2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000000US060750105002021",60750105002021,"Block 2021, Block Group 2, Census Tract 105, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750106001000",60750106001000,"Block 1000, Block Group 1, Census Tract 106, San Francisco County, California",78,75,64,1,0,8,0,0,2,3,1,0,1,0,0,1,0
"1000000US060750106001001",60750106001001,"Block 1001, Block Group 1, Census Tract 106, San Francisco County, California",98,93,57,3,0,29,0,0,4,5,4,0,0,0,0,1,0
"1000000US060750106001002",60750106001002,"Block 1002, Block Group 1, Census Tract 106, San Francisco County, California",225,217,99,0,0,108,1,1,8,8,6,0,0,0,0,0,2
"1000000US060750106001003",60750106001003,"Block 1003, Block Group 1, Census Tract 106, San Francisco County, California",199,191,67,3,1,112,0,0,8,8,5,0,0,0,0,2,1
"1000000US060750106001004",60750106001004,"Block 1004, Block Group 1, Census Tract 106, San Francisco County, California",157,143,39,1,0,100,0,0,3,14,11,0,0,0,0,1,2
"1000000US060750106001005",60750106001005,"Block 1005, Block Group 1, Census Tract 106, San Francisco County, California",120,116,45,0,0,71,0,0,0,4,3,0,0,1,0,0,0
"1000000US060750106001006",60750106001006,"Block 1006, Block Group 1, Census Tract 106, San Francisco County, California",315,305,150,4,0,143,0,0,8,10,8,1,0,0,0,0,1
"1000000US060750106001007",60750106001007,"Block 1007, Block Group 1, Census Tract 106, San Francisco County, California",73,66,49,0,1,12,0,1,3,7,3,0,0,0,0,4,0
"1000000US060750106002000",60750106002000,"Block 2000, Block Group 2, Census Tract 106, San Francisco County, California",98,94,36,2,0,51,0,0,5,4,2,0,0,0,0,2,0
"1000000US060750106002001",60750106002001,"Block 2001, Block Group 2, Census Tract 106, San Francisco County, California",98,92,24,0,0,64,0,0,4,6,4,0,0,1,0,1,0
"1000000US060750106002002",60750106002002,"Block 2002, Block Group 2, Census Tract 106, San Francisco County, California",352,319,188,16,1,101,0,2,11,33,13,4,0,0,0,12,4
"1000000US060750106002003",60750106002003,"Block 2003, Block Group 2, Census Tract 106, San Francisco County, California",75,72,18,2,0,50,0,0,2,3,0,0,0,0,0,2,1
"1000000US060750106002004",60750106002004,"Block 2004, Block Group 2, Census Tract 106, San Francisco County, California",178,169,38,2,0,123,0,0,6,9,7,0,0,0,0,2,0
"1000000US060750106002005",60750106002005,"Block 2005, Block Group 2, Census Tract 106, San Francisco County, California",145,109,29,2,0,78,0,0,0,36,3,0,0,0,0,29,4
"1000000US060750106002006",60750106002006,"Block 2006, Block Group 2, Census Tract 106, San Francisco County, California",139,136,4,0,0,132,0,0,0,3,0,1,0,2,0,0,0
"1000000US060750106002007",60750106002007,"Block 2007, Block Group 2, Census Tract 106, San Francisco County, California",176,175,6,0,0,167,0,0,2,1,0,0,0,1,0,0,0
"1000000US060750106002008",60750106002008,"Block 2008, Block Group 2, Census Tract 106, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750106003000",60750106003000,"Block 3000, Block Group 3, Census Tract 106, San Francisco County, California",236,233,48,2,0,181,0,1,1,3,1,0,0,0,0,1,1
"1000000US060750106003001",60750106003001,"Block 3001, Block Group 3, Census Tract 106, San Francisco County, California",143,132,67,1,0,63,0,0,1,11,2,0,0,1,0,2,6
"1000000US060750106003002",60750106003002,"Block 3002, Block Group 3, Census Tract 106, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750106003003",60750106003003,"Block 3003, Block Group 3, Census Tract 106, San Francisco County, California",2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750106003004",60750106003004,"Block 3004, Block Group 3, Census Tract 106, San Francisco County, California",158,153,70,2,0,73,0,2,6,5,5,0,0,0,0,0,0
"1000000US060750106003005",60750106003005,"Block 3005, Block Group 3, Census Tract 106, San Francisco County, California",209,203,34,1,0,162,0,0,6,6,5,0,0,0,0,1,0
"1000000US060750106003006",60750106003006,"Block 3006, Block Group 3, Census Tract 106, San Francisco County, California",70,68,17,0,0,48,0,0,3,2,0,0,0,0,0,1,1
"1000000US060750106003007",60750106003007,"Block 3007, Block Group 3, Census Tract 106, San Francisco County, California",162,156,39,1,0,115,0,0,1,6,4,0,0,0,0,0,2
"1000000US060750106003008",60750106003008,"Block 3008, Block Group 3, Census Tract 106, San Francisco County, California",89,61,10,0,0,49,0,1,1,28,13,0,0,2,0,12,1
"1000000US060750106003009",60750106003009,"Block 3009, Block Group 3, Census Tract 106, San Francisco County, California",40,36,12,0,0,24,0,0,0,4,1,0,0,0,0,2,1
"1000000US060750106003010",60750106003010,"Block 3010, Block Group 3, Census Tract 106, San Francisco County, California",179,149,58,6,0,81,0,0,4,30,3,0,0,9,0,15,3
"1000000US060750106003011",60750106003011,"Block 3011, Block Group 3, Census Tract 106, San Francisco County, California",80,75,62,4,2,6,0,1,0,5,2,0,0,0,0,3,0
"1000000US060750107001000",60750107001000,"Block 1000, Block Group 1, Census Tract 107, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750107001001",60750107001001,"Block 1001, Block Group 1, Census Tract 107, San Francisco County, California",66,60,40,0,0,18,1,1,0,6,6,0,0,0,0,0,0
"1000000US060750107001002",60750107001002,"Block 1002, Block Group 1, Census Tract 107, San Francisco County, California",61,61,26,0,1,34,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750107001003",60750107001003,"Block 1003, Block Group 1, Census Tract 107, San Francisco County, California",208,196,93,2,0,96,0,0,5,12,6,0,0,0,0,6,0
"1000000US060750107001004",60750107001004,"Block 1004, Block Group 1, Census Tract 107, San Francisco County, California",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750107001005",60750107001005,"Block 1005, Block Group 1, Census Tract 107, San Francisco County, California",205,177,115,5,1,51,0,0,5,28,9,0,1,2,0,15,1
"1000000US060750107001006",60750107001006,"Block 1006, Block Group 1, Census Tract 107, San Francisco County, California",164,155,64,0,0,87,0,0,4,9,5,0,0,0,0,2,2
"1000000US060750107001007",60750107001007,"Block 1007, Block Group 1, Census Tract 107, San Francisco County, California",166,160,93,2,0,62,0,0,3,6,3,0,0,0,0,2,1
"1000000US060750107002000",60750107002000,"Block 2000, Block Group 2, Census Tract 107, San Francisco County, California",34,23,2,0,0,21,0,0,0,11,0,0,0,0,0,8,3
"1000000US060750107002001",60750107002001,"Block 2001, Block Group 2, Census Tract 107, San Francisco County, California",398,391,55,4,0,329,0,0,3,7,5,0,0,0,0,2,0
"1000000US060750107002002",60750107002002,"Block 2002, Block Group 2, Census Tract 107, San Francisco County, California",448,429,114,2,1,303,0,0,9,19,8,0,1,0,0,4,6
"1000000US060750107002003",60750107002003,"Block 2003, Block Group 2, Census Tract 107, San Francisco County, California",395,389,60,1,0,321,0,0,7,6,4,1,0,0,0,1,0
"1000000US060750107003000",60750107003000,"Block 3000, Block Group 3, Census Tract 107, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750107003001",60750107003001,"Block 3001, Block Group 3, Census Tract 107, San Francisco County, California",38,34,8,0,0,26,0,0,0,4,0,0,0,4,0,0,0
"1000000US060750107003002",60750107003002,"Block 3002, Block Group 3, Census Tract 107, San Francisco County, California",209,209,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750107003003",60750107003003,"Block 3003, Block Group 3, Census Tract 107, San Francisco County, California",363,363,8,2,0,345,0,0,8,0,0,0,0,0,0,0,0
"1000000US060750107003004",60750107003004,"Block 3004, Block Group 3, Census Tract 107, San Francisco County, California",510,486,13,40,1,428,0,0,4,24,7,0,1,2,0,3,11
"1000000US060750107003005",60750107003005,"Block 3005, Block Group 3, Census Tract 107, San Francisco County, California",92,90,2,0,0,87,0,0,1,2,2,0,0,0,0,0,0
"1000000US060750107003006",60750107003006,"Block 3006, Block Group 3, Census Tract 107, San Francisco County, California",200,198,19,0,0,176,0,0,3,2,1,0,0,0,0,1,0
"1000000US060750107003007",60750107003007,"Block 3007, Block Group 3, Census Tract 107, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750107003008",60750107003008,"Block 3008, Block Group 3, Census Tract 107, San Francisco County, California",36,36,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750107003009",60750107003009,"Block 3009, Block Group 3, Census Tract 107, San Francisco County, California",224,222,40,16,0,164,0,0,2,2,2,0,0,0,0,0,0
"1000000US060750107004000",60750107004000,"Block 4000, Block Group 4, Census Tract 107, San Francisco County, California",727,713,36,3,0,664,0,0,10,14,4,0,5,0,0,5,0
"1000000US060750107004001",60750107004001,"Block 4001, Block Group 4, Census Tract 107, San Francisco County, California",768,755,42,5,0,704,1,0,3,13,9,0,0,0,0,3,1
"1000000US060750107004002",60750107004002,"Block 4002, Block Group 4, Census Tract 107, San Francisco County, California",279,277,2,1,0,274,0,0,0,2,2,0,0,0,0,0,0
"1000000US060750108001000",60750108001000,"Block 1000, Block Group 1, Census Tract 108, San Francisco County, California",157,155,126,4,0,24,0,0,1,2,1,0,0,0,0,0,1
"1000000US060750108001001",60750108001001,"Block 1001, Block Group 1, Census Tract 108, San Francisco County, California",293,285,246,0,0,32,0,4,3,8,6,0,0,0,0,0,2
"1000000US060750108001002",60750108001002,"Block 1002, Block Group 1, Census Tract 108, San Francisco County, California",153,151,106,5,0,40,0,0,0,2,2,0,0,0,0,0,0
"1000000US060750108001003",60750108001003,"Block 1003, Block Group 1, Census Tract 108, San Francisco County, California",123,122,82,0,0,30,0,1,9,1,1,0,0,0,0,0,0
"1000000US060750108001004",60750108001004,"Block 1004, Block Group 1, Census Tract 108, San Francisco County, California",155,149,73,3,0,72,0,0,1,6,2,1,1,1,0,0,1
"1000000US060750108001005",60750108001005,"Block 1005, Block Group 1, Census Tract 108, San Francisco County, California",318,309,142,3,0,155,0,0,9,9,7,0,0,0,0,2,0
"1000000US060750108002000",60750108002000,"Block 2000, Block Group 2, Census Tract 108, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750108002001",60750108002001,"Block 2001, Block Group 2, Census Tract 108, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750108002002",60750108002002,"Block 2002, Block Group 2, Census Tract 108, San Francisco County, California",18,18,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750108002003",60750108002003,"Block 2003, Block Group 2, Census Tract 108, San Francisco County, California",68,63,59,1,0,3,0,0,0,5,2,1,0,0,0,2,0
"1000000US060750108002004",60750108002004,"Block 2004, Block Group 2, Census Tract 108, San Francisco County, California",109,104,54,1,0,45,0,1,3,5,5,0,0,0,0,0,0
"1000000US060750108002005",60750108002005,"Block 2005, Block Group 2, Census Tract 108, San Francisco County, California",115,108,58,2,0,44,0,0,4,7,3,0,0,0,0,2,2
"1000000US060750108002006",60750108002006,"Block 2006, Block Group 2, Census Tract 108, San Francisco County, California",385,377,21,0,0,353,0,0,3,8,4,0,0,4,0,0,0
"1000000US060750108002007",60750108002007,"Block 2007, Block Group 2, Census Tract 108, San Francisco County, California",71,65,40,0,0,25,0,0,0,6,0,0,1,0,0,5,0
"1000000US060750108002008",60750108002008,"Block 2008, Block Group 2, Census Tract 108, San Francisco County, California",122,119,48,0,0,69,0,0,2,3,2,0,0,0,0,0,1
"1000000US060750108002009",60750108002009,"Block 2009, Block Group 2, Census Tract 108, San Francisco County, California",168,161,54,0,0,105,0,0,2,7,5,1,0,0,0,1,0
"1000000US060750108002010",60750108002010,"Block 2010, Block Group 2, Census Tract 108, San Francisco County, California",188,180,41,0,0,136,0,0,3,8,2,0,0,0,0,6,0
"1000000US060750108002011",60750108002011,"Block 2011, Block Group 2, Census Tract 108, San Francisco County, California",345,337,136,1,0,188,0,1,11,8,4,0,0,1,0,2,1
